gid,Code,Name,Includes,Associated,Level,Description,Img_1,Img_2,Page
531,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,Wiring Devices,Includes: Electrical devices at point of use including electrical outlets and switches. ,Associated Masterformat Sections: 26 27 26 ,100,See D50,,,151
532,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,Wiring Devices,Includes: Electrical devices at point of use including electrical outlets and switches. ,Associated Masterformat Sections: 26 27 26 ,200,See D5030,,,151
533,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,Wiring Devices,Includes: Electrical devices at point of use including electrical outlets and switches. ,Associated Masterformat Sections: 26 27 26 ,300,"Inclusions:
• Design-specified size, shape, and location of outlet
boxes and devices
• Access/code clearance requirements modeled.",,,151
534,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,Wiring Devices,Includes: Electrical devices at point of use including electrical outlets and switches. ,Associated Masterformat Sections: 26 27 26 ,350,"Inclusions:
• Actual size, shape, spacing, and location of outlet
boxes and devices.
• Actual access/code clearance requirements
modeled.",,,151
535,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,Wiring Devices,Includes: Electrical devices at point of use including electrical outlets and switches. ,Associated Masterformat Sections: 26 27 26 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,,151
481,D4010.10 / 21-04 40 10 10 / Ss 55 30 98,Water-Based Fire-Suppression,"Includes: Systems that use water for fire extinguishing and suppression. Includes piping, fittings, and specialties; hoses, valves, cabinets; fire pumps, accessories, and controls. Includes: Piping, fittings, valves, hangers, supports, other specialties, and sprinklers for fire protection systems. Includes limited area sprinkler systems, fire pumps, accessories, and controls. ",Associated Masterformat Sections: 01 86 13 / 21 10 00 / 21 11 00 / 21 12 00 / 21 13 00 / 21 13 13 / 21 13 16 / 21 13 19 / 21 13 23 / 21 13 26 / 21 13 29 / 21 13 36 / 21 13 39 / 21 30 00 / 21 40 00 ,100,See D40,,,138
482,D4010.10 / 21-04 40 10 10 / Ss 55 30 98,Water-Based Fire-Suppression,"Includes: Systems that use water for fire extinguishing and suppression. Includes piping, fittings, and specialties; hoses, valves, cabinets; fire pumps, accessories, and controls. Includes: Piping, fittings, valves, hangers, supports, other specialties, and sprinklers for fire protection systems. Includes limited area sprinkler systems, fire pumps, accessories, and controls. ",Associated Masterformat Sections: 01 86 13 / 21 10 00 / 21 11 00 / 21 12 00 / 21 13 00 / 21 13 13 / 21 13 16 / 21 13 19 / 21 13 23 / 21 13 26 / 21 13 29 / 21 13 36 / 21 13 39 / 21 30 00 / 21 40 00 ,200,See D4010,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1235.png,,138
483,D4010.10 / 21-04 40 10 10 / Ss 55 30 98,Water-Based Fire-Suppression,"Includes: Systems that use water for fire extinguishing and suppression. Includes piping, fittings, and specialties; hoses, valves, cabinets; fire pumps, accessories, and controls. Includes: Piping, fittings, valves, hangers, supports, other specialties, and sprinklers for fire protection systems. Includes limited area sprinkler systems, fire pumps, accessories, and controls. ",Associated Masterformat Sections: 01 86 13 / 21 10 00 / 21 11 00 / 21 12 00 / 21 13 00 / 21 13 13 / 21 13 16 / 21 13 19 / 21 13 23 / 21 13 26 / 21 13 29 / 21 13 36 / 21 13 39 / 21 30 00 / 21 40 00 ,300,"Inclusions:
• design-specified size, shape, spacing, and location of
pipe/slope (if required)/valves/fittings/insulation for risers,
mains, and branches/standpipes.
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic control
that are to be utilized in the layout of all risers, mains, and
branches/standpipes.
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1236.png,,138
484,D4010.10 / 21-04 40 10 10 / Ss 55 30 98,Water-Based Fire-Suppression,"Includes: Systems that use water for fire extinguishing and suppression. Includes piping, fittings, and specialties; hoses, valves, cabinets; fire pumps, accessories, and controls. Includes: Piping, fittings, valves, hangers, supports, other specialties, and sprinklers for fire protection systems. Includes limited area sprinkler systems, fire pumps, accessories, and controls. ",Associated Masterformat Sections: 01 86 13 / 21 10 00 / 21 11 00 / 21 12 00 / 21 13 00 / 21 13 13 / 21 13 16 / 21 13 19 / 21 13 23 / 21 13 26 / 21 13 29 / 21 13 36 / 21 13 39 / 21 30 00 / 21 40 00 ,350,"Inclusions:
• actual size, shape, spacing, and location/ slope (if
required)/connections of pipe, valves, fittings, and
insulation for risers, mains, and branches/standpipes.
• Actual size, shape, spacing, and clearances required for
all hangers, supports, vibration and seismic control that
are utilized in the layout of all risers, mains, and
branches/standpipes.
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1237.png,,138
485,D4010.10 / 21-04 40 10 10 / Ss 55 30 98,Water-Based Fire-Suppression,"Includes: Systems that use water for fire extinguishing and suppression. Includes piping, fittings, and specialties; hoses, valves, cabinets; fire pumps, accessories, and controls. Includes: Piping, fittings, valves, hangers, supports, other specialties, and sprinklers for fire protection systems. Includes limited area sprinkler systems, fire pumps, accessories, and controls. ",Associated Masterformat Sections: 01 86 13 / 21 10 00 / 21 11 00 / 21 12 00 / 21 13 00 / 21 13 13 / 21 13 16 / 21 13 19 / 21 13 23 / 21 13 26 / 21 13 29 / 21 13 36 / 21 13 39 / 21 30 00 / 21 40 00 ,400,"Inclusions:
• Supplementary components added to the model required
for fabrication and field installation.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1234.png,,138
659,G3010 / 21-07 30 10 / Ss 55 70,Water Utilities,"Includes: Water distribution for domestic consumption, fire fighting, and irrigation for a facility site and for multiple facilities. Includes trenching and backfilling. Includes Liquid and Gas Site Utilities Supplementary Components as appropriate. ",Associated Masterformat Sections: 33 10 00 ,100,See G30,,,186
660,G3010 / 21-07 30 10 / Ss 55 70,Water Utilities,"Includes: Water distribution for domestic consumption, fire fighting, and irrigation for a facility site and for multiple facilities. Includes trenching and backfilling. Includes Liquid and Gas Site Utilities Supplementary Components as appropriate. ",Associated Masterformat Sections: 33 10 00 ,200,See G30,,,186
32,A2010 / 21-01 20 10 / Ss 20 60,Walls for Subgrade Enclosures,"Includes: Perimeter walls enclosing building space below grade. Includes formwork, reinforcing, concrete and unit masonry. Includes Subgrade Enclosure Wall Supplementary Components as appropriate. May Include: Related Activities: Excavation, dewatering, excavation support systems, backfill and compaction, and soil treatment. ",Associated Masterformat Sections: 01 82 16 ,100,See B20,,,26
33,A2010 / 21-01 20 10 / Ss 20 60,Walls for Subgrade Enclosures,"Includes: Perimeter walls enclosing building space below grade. Includes formwork, reinforcing, concrete and unit masonry. Includes Subgrade Enclosure Wall Supplementary Components as appropriate. May Include: Related Activities: Excavation, dewatering, excavation support systems, backfill and compaction, and soil treatment. ",Associated Masterformat Sections: 01 82 16 ,200,See B2010.20,,,26
34,A2010 / 21-01 20 10 / Ss 20 60,Walls for Subgrade Enclosures,"Includes: Perimeter walls enclosing building space below grade. Includes formwork, reinforcing, concrete and unit masonry. Includes Subgrade Enclosure Wall Supplementary Components as appropriate. May Include: Related Activities: Excavation, dewatering, excavation support systems, backfill and compaction, and soil treatment. ",Associated Masterformat Sections: 01 82 16 ,300,See B2010.20,,,26
35,A2010 / 21-01 20 10 / Ss 20 60,Walls for Subgrade Enclosures,"Includes: Perimeter walls enclosing building space below grade. Includes formwork, reinforcing, concrete and unit masonry. Includes Subgrade Enclosure Wall Supplementary Components as appropriate. May Include: Related Activities: Excavation, dewatering, excavation support systems, backfill and compaction, and soil treatment. ",Associated Masterformat Sections: 01 82 16 ,350,See B2010.20.50,,,26
36,A2010 / 21-01 20 10 / Ss 20 60,Walls for Subgrade Enclosures,"Includes: Perimeter walls enclosing building space below grade. Includes formwork, reinforcing, concrete and unit masonry. Includes Subgrade Enclosure Wall Supplementary Components as appropriate. May Include: Related Activities: Excavation, dewatering, excavation support systems, backfill and compaction, and soil treatment. ",Associated Masterformat Sections: 01 82 16 ,400,See B2010.20.50,,,26
6,A1010.10 / 21-01 10 10 10 / Ss 20 05 15,Wall Foundations,,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 06 14 00 ,100,See A10,,,20
7,A1010.10 / 21-01 10 10 10 / Ss 20 05 15,Wall Foundations,,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 06 14 00 ,200,See A10.,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/547.png,,21
8,A1010.10 / 21-01 10 10 10 / Ss 20 05 15,Wall Foundations,,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 06 14 00 ,300,"Inclusions
● Openings with any dimension
greater than 6” (15 cm) or as
noted
● Surface slopes",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/548.png,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/549.png,21
9,A1010.10 / 21-01 10 10 10 / Ss 20 05 15,Wall Foundations,,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 06 14 00 ,350,"Inclusions
● All penetrations, modeled at
rough opening dimensions
● Expansion joints
● Chamfer
● Dowels
● Embeds
● Lintels
● Keyways",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/550.png,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/551.png,21
10,A1010.10 / 21-01 10 10 10 / Ss 20 05 15,Wall Foundations,,Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 06 14 00 ,400,"Inclusions
● Rebar including hooks and lap
splices
● Post-tensioning tendons
● Coursing for unit masonry
● Pour Joints",,,21
459,D3060 / 21-04 30 60 / Ss 65 40 0 0,Ventilation,"Includes: Supply air, return air, exhaust air, outside air, and air cleaning systems. Includes Ventilation Supplementary Components as appropriate. ",Associated Masterformat Sections: 01 86 19 ,100,See D30,,,133
460,D3060 / 21-04 30 60 / Ss 65 40 0 0,Ventilation,"Includes: Supply air, return air, exhaust air, outside air, and air cleaning systems. Includes Ventilation Supplementary Components as appropriate. ",Associated Masterformat Sections: 01 86 19 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers.",,,133
586,E1010 / 21-05 10 10 / --,Vehicle and Pedestrian Equipment,,Associated Masterformat Sections: 11 10 00 ,100,See E10,,,160
587,E1010 / 21-05 10 10 / --,Vehicle and Pedestrian Equipment,,Associated Masterformat Sections: 11 10 00 ,200,"Inclusions
• Schematic layout with approximate size, shape, and location of
equipment;",,,160
588,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,Vehicle Servicing Equipment,Includes: Equipment associated with vehicle service facilities. ,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,100,See E10,,,160
589,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,Vehicle Servicing Equipment,Includes: Equipment associated with vehicle service facilities. ,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,200,See E1010,,,160
590,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,Vehicle Servicing Equipment,Includes: Equipment associated with vehicle service facilities. ,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,300,"Inclusions:
• design-specified size, shape, spacing, and location of equipment
and associated components;
• Geometry of required clearances",,,160
591,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,Vehicle Servicing Equipment,Includes: Equipment associated with vehicle service facilities. ,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,350,"Inclusions
• actual size, shape, spacing, and location of equipment and
associated components;
• actual size, shape, spacing, and location for supports and
seismic control;
• actual size, shape, and location of service connections and
support structure/pads.",,,160
592,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,Vehicle Servicing Equipment,Includes: Equipment associated with vehicle service facilities. ,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,400,"Inclusions
• Supplementary components required for fabrication and field
installation.",,,161
632,G2080.20,Turf and Grasses,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,100,See G20,,,182
633,G2080.20,Turf and Grasses,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,200,"Inclusions:
• Turf and seeding areas are shown. Areas may be
flat or not represented as 3D elements",,,182
634,G2080.20,Turf and Grasses,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,300,"Inclusions:
• All areas are separated by distinct species or mix
• Areas or masses follow the grading surface",,,182
635,G2080.20,Turf and Grasses,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,350,"Inclusions:
• Root system is accounted for within the depth of
the massing element.",,,182
636,G2080.20,Turf and Grasses,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,400,,,,183
642,G2080.30.20.,Trees and Large Shrubs.,,,100,See G20,,,184
643,G2080.30.20.,Trees and Large Shrubs.,,,200,"Inclusions:
• Individual trees location is shown",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1495.png,,184
644,G2080.30.20.,Trees and Large Shrubs.,,,300,"Inclusions:
• 3D rootball and clear zone for hole (at
installation) - Canopy size at maturity (75-100%
height or as noted)",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1496.png,,184
645,G2080.30.20.,Trees and Large Shrubs.,,,350,"Inclusions:
• Staking and/or guying
• Canopy clearances at maturity",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1497.png,,184
646,G2080.30.20.,Trees and Large Shrubs.,,,400,,,,184
565,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,Transient Voltage Suppression,Includes: Devices to protect against voltage surges on electrical distribution systems. ,Associated Masterformat Sections: 26 43 00 ,100,See D50,,,155
566,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,Transient Voltage Suppression,Includes: Devices to protect against voltage surges on electrical distribution systems. ,Associated Masterformat Sections: 26 43 00 ,200,See D5080,,,155
567,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,Transient Voltage Suppression,Includes: Devices to protect against voltage surges on electrical distribution systems. ,Associated Masterformat Sections: 26 43 00 ,300,"Inclusions:
• Design-specified size, shape, and location of
equipment;
• Approximate allowances for clearances required for
all specified hangers, supports and seismic control;
• Access/code clearance requirements modeled.",,,155
568,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,Transient Voltage Suppression,Includes: Devices to protect against voltage surges on electrical distribution systems. ,Associated Masterformat Sections: 26 43 00 ,350,"Inclusions:
• Actual size, shape, spacing, and location of the
equipment;
• Actual size, shape, spacing, and location for
supports and seismic control.
• Actual access/code clearance requirements
modeled.",,,155
569,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,Transient Voltage Suppression,Includes: Devices to protect against voltage surges on electrical distribution systems. ,Associated Masterformat Sections: 26 43 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,,155
305,C1070.20 / 21-03 10 70 20 / Ss 30 25 10 10,Suspended Plaster and Gypsum Board Ceilings,Includes: Suspended assemblies with plaster and gypsum board surfaces. ,Associated Masterformat Sections: 09 20 00 / 09 22 26 / 09 81 00 ,100,See C1070,,,89
306,C1070.20 / 21-03 10 70 20 / Ss 30 25 10 10,Suspended Plaster and Gypsum Board Ceilings,Includes: Suspended assemblies with plaster and gypsum board surfaces. ,Associated Masterformat Sections: 09 20 00 / 09 22 26 / 09 81 00 ,200,See C1070,,,89
307,C1070.20 / 21-03 10 70 20 / Ss 30 25 10 10,Suspended Plaster and Gypsum Board Ceilings,Includes: Suspended assemblies with plaster and gypsum board surfaces. ,Associated Masterformat Sections: 09 20 00 / 09 22 26 / 09 81 00 ,300,"Inclusions:
• Overall system thickness including framing.
• Bulkheads
• Openings with any dimension greater than 6” (15 cm)
or as noted",,,89
308,C1070.20 / 21-03 10 70 20 / Ss 30 25 10 10,Suspended Plaster and Gypsum Board Ceilings,Includes: Suspended assemblies with plaster and gypsum board surfaces. ,Associated Masterformat Sections: 09 20 00 / 09 22 26 / 09 81 00 ,350,"Inclusions
• Framing and bracing elements.
• Insulation
• expansion or control joints shown as linework or
modeled.",,,89
309,C1070.20 / 21-03 10 70 20 / Ss 30 25 10 10,Suspended Plaster and Gypsum Board Ceilings,Includes: Suspended assemblies with plaster and gypsum board surfaces. ,Associated Masterformat Sections: 09 20 00 / 09 22 26 / 09 81 00 ,400,"Inclusions:
• All assembly components",,,89
299,C1070 / 21-03 10 70 / --,Suspended Ceiling Construction,Includes: Ceiling Suspension Components. ,Associated Masterformat Sections: 01 84 13 / 01 84 13 ,100,N/A,,,88
300,C1070 / 21-03 10 70 / --,Suspended Ceiling Construction,Includes: Ceiling Suspension Components. ,Associated Masterformat Sections: 01 84 13 / 01 84 13 ,200,"Inclusions:
Element envelope",,,88
461,D3060.10 / 21-04 30 60 10 / Ss 65 40 33 51,Supply Air,,Associated Masterformat Sections: 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 ,100,See D30,,,133
462,D3060.10 / 21-04 30 60 10 / Ss 65 40 33 51,Supply Air,,Associated Masterformat Sections: 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 ,200,See D3060,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1212.png,,134
463,D3060.10 / 21-04 30 60 10 / Ss 65 40 33 51,Supply Air,,Associated Masterformat Sections: 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 ,300,"Inclusions:
• design-specified size, shape, spacing, and location of
duct, dampers, fittings, and insulation for risers, mains,
and branches.
• Approximate specified allowances for clearances
required for all hangers, supports, vibration and seismic
control that are to be utilized in the layout of all risers,
mains, and branches.
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1213.png,,134
464,D3060.10 / 21-04 30 60 10 / Ss 65 40 33 51,Supply Air,,Associated Masterformat Sections: 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 ,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of duct, dampers, fittings, and insulation for risers,
mains, and branches.
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all risers, mains, and
branches.
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1214.png,,134
465,D3060.10 / 21-04 30 60 10 / Ss 65 40 33 51,Supply Air,,Associated Masterformat Sections: 23 34 00 / 23 31 00 / 23 32 00 / 23 33 00 / 23 36 00 / 23 37 00 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1214.png,,134
31,A20 / 21-01 20 / Ss 20 05 15,Subgrade Enclosures,,Associated Masterformat Sections: 01 82 16 ,100,"Inclusions
● Solid mass model representing
overall subgrade volume or
schematic wall elements that are not
distinguishable by type or material.",,,26
44,A4020 / 21-01 40 20 / Pr 20 85 14 16,Structural Slabs-on-Grade,"Includes: Self-supporting slab construction not supported continuously by earth or compacted fill. Includes formwork, accessories, reinforcement, concrete, and finishing. Includes Slabs-On-Grade Supplementary Components as appropriate. May Include: Related Activities: Excavation, dewatering, excavation support systems, backfill and compaction, and soil treatment. ",Associated Masterformat Sections: 03 30 00 ,All,See A4010,,,28
57,B1010.10.12 / 21-02 10 10 10 12 / Ss 20 30 75 15,"Structural Column, Concrete, Precast or Cast-inPlace","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,100,See B1010,,,32
58,B1010.10.12 / 21-02 10 10 10 12 / Ss 20 30 75 15,"Structural Column, Concrete, Precast or Cast-inPlace","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,200,See B1010,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/634.png,,33
59,B1010.10.12 / 21-02 10 10 10 12 / Ss 20 30 75 15,"Structural Column, Concrete, Precast or Cast-inPlace","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,300,"Inclusions:
• Overall Geometry
• Openings with any dimension greater than 6” (15 cm) or
as noted",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/635.png,,33
60,B1010.10.12 / 21-02 10 10 10 12 / Ss 20 30 75 15,"Structural Column, Concrete, Precast or Cast-inPlace","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,350,"Inclusions
• All penetrations, modeled to rough opening dimensions.
• Anchor elements
• Embeds
• Dowels
• Post-tension anchor points.
• Critical structural zones such as zones that cannot be
penetrated or cut
• Lifting points",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/636.png,,33
61,B1010.10.12 / 21-02 10 10 10 12 / Ss 20 30 75 15,"Structural Column, Concrete, Precast or Cast-inPlace","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,400,"Inclusions:
• All reinforcement
• Chamfer
• Camber",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/641.png,,34
52,B1010.10.11 / 21-02 10 10 10 11 / Ss 20 20 75 15,"Structural Beam, Concrete, Precast or Cast-in-Place","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,100,See B1010,,,31
53,B1010.10.11 / 21-02 10 10 10 11 / Ss 20 20 75 15,"Structural Beam, Concrete, Precast or Cast-in-Place","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,200,See B1010,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/622.png,,31
54,B1010.10.11 / 21-02 10 10 10 11 / Ss 20 20 75 15,"Structural Beam, Concrete, Precast or Cast-in-Place","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,300,"Inclusions:
• Overall Geometry
• Openings with any dimension greater than 6” (15 cm) or
as noted",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/627.png,,32
55,B1010.10.11 / 21-02 10 10 10 11 / Ss 20 20 75 15,"Structural Beam, Concrete, Precast or Cast-in-Place","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,350,"Inclusions
• All penetrations, modeled to rough opening dimensions.
• Anchor elements
• Embeds
• Dowels
• Post-tension anchor points.
• Critical structural zones such as zones that cannot be
penetrated or cut
• Lifting points",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/628.png,,32
56,B1010.10.11 / 21-02 10 10 10 11 / Ss 20 20 75 15,"Structural Beam, Concrete, Precast or Cast-in-Place","Includes: Structural elements required for support of floor construction within basements and above grade. Includes columns, girders, beams, trusses, joists. Includes cast-in-place concrete, precast concrete, unit masonry, metal framed, and wood framed systems. ",Associated Masterformat Sections: 03 30 00 / 03 40 00 / 04 20 00 / 05 10 00 / 05 20 00 05 21 23 / 05 42 00 / 05 44 00 / 06 11 00 / 06 13 00 / 06 13 26 / 06 17 33 / 06 17 36 06 17 53 / 06 18 13 / 06 18 16 / 06 50 00 ,400,"Inclusions:
• All reinforcement
• Chamfer
• Camber",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/629.png,,32
393,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,Stormwater Drainage Piping,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,100,See D20,,,117
394,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,Stormwater Drainage Piping,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1104.png,,117
